factor,DFPS_OSBAP,DFPS_ICE,OSBAP_ICE,Mean_DFPS,Mean_OSBAP,Mean_ICE,SR_DFPS,SR_OSBAP,SR_ICE,p_value_DFPS_OSBAP,p_value_DFPS_ICE,p_value_OSBAP_ICE
VW_25_mom6mspread,0.996919786266257,0.9821368172069216,0.9847856538917926,0.5008731250572929,0.4754592842482527,0.6906295567538783,0.6695924006475185,0.6480031365534501,0.9538274573415825,0.06386152702858923,1.3031051179749028e-08,2.482842231790661e-12
VW_27_volatility,0.9986522860972006,0.9859986145173106,0.9860303599817011,0.6951248216629833,0.6946460513739002,0.7002828665729269,0.7846858029707061,0.7785923082274137,0.8093918273261272,0.9640741208360932,0.8785633541892774,0.8685914374890493
VW_28_VaR,0.9982280447243315,0.989458067351795,0.9914465777289573,0.6571760921735175,0.660863119032778,0.6843439642743391,0.6521568895484787,0.6519264591201233,0.7050083400894565,0.7893011538803499,0.42236214087647683,0.4518009523693546
VW_29_vixbeta,0.9958665942536833,0.9768138483692151,0.9752167810302627,0.009052858237214415,0.012892887341851017,0.044826464777031345,0.02234055365362966,0.03155000388878741,0.11467819529956917,0.650672075682662,0.07218037064522566,0.1239315057169315
VW__mom3mspread,0.9980615221393272,0.9847844263470918,0.9814463153033367,0.2539267745182454,0.23601013844530266,0.45702621480431316,0.4238851795790068,0.40312581076947174,0.7561904650588072,0.04665516851789786,2.775181297190097e-15,6.435520098748431e-15
VW__ratingxspread,0.9967318307989667,0.9908695092477537,0.993788897823631,0.7085612952489762,0.7157065895000236,0.7260410226990822,0.5809098491530877,0.5873122054861837,0.6110934644254353,0.7507483980769838,0.6439687045077964,0.7419468317769173
VW__ave12mspread,0.9973792280039555,0.9922354668924979,0.9940253338004464,0.5826917193928589,0.5962976501204362,0.5754326224043159,0.5300998111842347,0.5392592364160672,0.5321124130748409,0.4568021362742645,0.8164100647426912,0.4537749539654728
VW__spreadvol,0.997731901040083,0.9898393689095025,0.991397778352751,0.48194025276758157,0.4775488623665385,0.48745345861667955,0.5430401273919635,0.5365424663984306,0.5612921219945709,0.7480645537708668,0.8486283448886837,0.7114290149487589
VW__value,0.9983672618578388,0.9856846839705045,0.985453086820278,0.40444191263341545,0.3976632124428629,0.4515336836527999,0.6423741414586557,0.6339973789399133,0.7563435939203499,0.40942956513217305,0.05867830538572338,0.03064627645619782
VW__impliedspread,0.9964730726654344,0.9895268053001113,0.9930519473071507,0.594339604504386,0.6041768802247756,0.6097506584369415,0.6137784082383475,0.6053378073060574,0.6374984040541387,0.6233431153829773,0.6290578550858985,0.841897190782601
VW_strevb,0.9965196930237369,-0.9810262833071631,-0.981935840092667,0.18648014694131493,0.22695607497783946,0.10637189110791725,0.2389029687927092,0.2931240921061106,0.13396584326003397,0.006920618278911225,0.822736921182888,0.7350071651501102
VW_tmt,0.9996083290728626,0.9844902901602879,0.9842185744852169,0.42474223629703756,0.4360878663482659,0.40930831576563376,0.5296264748984464,0.5426263202472398,0.5030435542028576,0.028152337737933596,0.6356907582288075,0.4154181241380904
VW_sizeb,0.9904771730913884,0.9764440240464983,0.9780360274287512,0.28271224791672794,0.33358232841666563,0.3144113753313052,0.37830252425685096,0.4021999248744595,0.48706043001158456,0.10255902707460245,0.44530483350060324,0.7256807968806259
VW_dspread,0.9959081971809823,-0.9815149407113408,-0.9849621969248383,0.039352160000645085,0.07474251127328697,0.15715817392672055,0.05478445813088932,0.10696697331782477,0.22687940602608359,0.021371691664838016,0.7131974507052674,0.794437382224884
VW_dts,0.9982357469406032,0.98716677359604,0.9897646424943817,0.9457184527243154,0.9694090335068742,1.0119004159852996,0.7908308512566403,0.8019868281197504,0.87269049863854,0.1534386092589324,0.13205505719616942,0.29167668949530207
VW_kurt,0.9969269130531488,0.9743932702898129,0.9701652187478051,0.28840205772394706,0.29856649103402066,0.31526256009221326,0.6062599952369314,0.627015199038298,0.6896340606335607,0.23327123591706939,0.2725568966850306,0.5267237687762184
VW_swap_spread,0.9985105591856173,0.992861023379033,0.993138329318454,0.8153638606471694,0.8199008282158478,0.8468937361384574,0.7001965316031759,0.7026176804972106,0.7480499682675824,0.754836011645919,0.3274275093552342,0.39532442787704564
VW_yield,0.9970097032364865,0.9918883694112938,0.9937266212485965,0.9100889178473583,0.9434751232890002,0.9874995573424747,0.7340840700260322,0.7574828626694284,0.8157119451350175,0.12950211702915543,0.03344422562414343,0.17481952253004773
VW_yld_to_worst,0.997035348469422,0.9917372596340064,0.9937275593067321,0.9145711607326334,0.9429879897150732,0.988455802033145,0.7389288361406186,0.7580726882907255,0.8166638537835816,0.19416570692680862,0.0435209888137934,0.15986378487225303
VW_convexity,0.9971789023741282,0.9797221233802783,0.9804306857267971,0.2311751839590434,0.24513699379057605,0.218785338850616,0.2943115513693083,0.3080229035706918,0.2750210420828253,0.3106445721462141,0.7335655144058324,0.4634038452024516
VW_ltrev48_12,0.991894300638143,0.9788923900957636,0.97681056010554,0.12674746670299414,0.12632439509761126,0.13995891788075468,0.32360815828918854,0.3059845953008608,0.3559812591684698,0.9733030807638658,0.472991631511784,0.5020128757071584
VW_ltrev30_6,0.9960211484329976,0.9876593460791603,0.9847560748902472,0.26129113121147995,0.24412411674254875,0.25984994832143277,0.4309900470017379,0.38505326986740357,0.42213763134366455,0.22473101795202657,0.9477707798833113,0.5334524120723162
VW_bond_price,0.9976769734232872,0.984766945097055,0.9879514216985066,0.7216693078851094,0.7476021408661436,0.8416697745344844,0.6293286507571997,0.6439427044108983,0.7711293136246468,0.15593493721344662,0.010085785528355044,0.02918923863663781
VW_emp_value,0.9945799198188312,0.964818834555035,0.9593334565776221,0.212246740480085,0.18373133538223105,0.3482019896532294,0.5035411207820913,0.463765366264162,0.9260771187238761,0.012191243938595274,4.67542033974343e-07,6.578820880691596e-10
VW_struc_value,0.9975546091739487,0.9871418496931511,0.9886065630325477,0.5872967666999084,0.5660466685728486,0.640920049905464,0.8288695536816446,0.8000949792401817,0.9513026371959821,0.06102561732085039,0.0439474167252338,0.0030081464760748034
VW_bond_mom_ipr,0.9933918076598504,0.975912391285503,0.9656473131955343,0.1718278583095782,0.1502132186536075,0.20920265635512825,0.3270172901424951,0.28009250696436155,0.4191820695827693,0.12740639689857988,0.1568491825970875,0.06698501453819518
VW_stock_mom_ipr,0.9921191073433568,0.9770430513818411,0.9820836966704826,0.10510098085104308,0.13757119736061757,0.1411257220612427,0.2066799732400582,0.26947857956907884,0.29755401996200165,0.02698161620391382,0.15455720848793758,0.8761330845061442
VW_mkt_lev_ipr,0.9864069132520984,0.9663721516535808,0.9748399888324599,0.09712616554512678,0.11870877371751476,0.14413860394569403,0.2212760618943401,0.2665416315890988,0.344679056113985,0.19699577205655963,0.0693174990481618,0.26833126744442565
VW_gross_prof_ipr,0.9943529864350742,0.9685687583122079,0.9693084710975531,0.09901599134121888,0.08797625450505779,0.09954334044747119,0.3293262771725563,0.2922474322749748,0.3574128361058435,0.1311799692293248,0.9756944974602177,0.5003837783778747
VW_26_spr_to_d2d,0.9952817356193362,0.9880223481098611,0.9877650972295994,0.5585373284703506,0.560637886076891,0.6383325508545986,0.8960681209907286,0.9160135194428709,1.0338612948712618,0.8801409702073533,0.0003375023684352626,0.00048520632203011163
VW_niq_su,0.9905485178739412,0.967368991731007,0.9574836140531192,0.04696186683634691,0.04517907134703797,0.041792945982877076,0.15553279623789765,0.14583185895508372,0.14378796194491536,0.8550786272955937,0.7672028114862712,0.8684138580461138
VW_ret_6_1,0.9944810984365298,0.9842863034128467,0.9866062486972335,0.05243489773619731,0.05630601750716076,0.07636047305931533,0.07946245849471385,0.08519268984645903,0.12054438063150048,0.8068541646003919,0.37306376956583454,0.4220829844931178
VW_ret_12_1,0.9885370596461832,0.9874988932733679,0.9780080170193495,0.02164477105511643,0.03432746636182421,-0.01184017168468962,0.027589640698106578,0.04398237073843088,-0.01603505259781194,0.6392414574185031,0.25552283525818986,0.2199470360401923
VW_saleq_su,0.9927859373149828,0.9827256755326809,0.9813289981729975,0.07785669561523591,0.07263052469374931,0.08756103830477584,0.253369506984433,0.2385055681019625,0.3023452586961439,0.5343706832992158,0.46516328887294905,0.27040583301141363
VW_tax_gr1a,0.9836105974870752,0.9678166367061207,0.9672820726827114,0.07135651628579985,0.09785500637052526,0.08260711244328608,0.25133094706926173,0.3497687893610397,0.33585472612510286,0.024072220150914352,0.5223424089748896,0.37421099601350705
VW_ni_inc8q,0.9575904644897503,0.973042328628926,0.9244074309310358,0.13382675886645493,0.10892958630676576,0.1262097533184049,1.1533920202389536,0.8631093166006019,1.02658576426861,0.30947543779098174,0.6203117556481992,0.6319774651652882
VW_prc_highprc_252d,0.9938655470853613,0.9867011162828243,0.9870440767702806,0.033137412005172576,0.03795577131153001,0.06945575897153695,0.0354057097277611,0.042217823589099125,0.07857727232919744,0.3564605134474717,0.38030779881880955,0.10025582464799944
VW_resff3_6_1,0.9606422461886684,0.9128639003440717,0.9211328956664079,0.10726421718982523,0.1205331976541608,0.1089356770611782,0.4096266525203624,0.45484243748820924,0.43968332674303257,0.43209215667869133,0.9455506692909026,0.6224924292902483
VW_resff3_12_1,0.9610402856333667,0.948131996715669,0.9521849674980908,0.05893054983645318,0.040085973452372144,0.04199075262923834,0.2192756219805302,0.15794801468620154,0.17775190775262129,0.26773378566019773,0.39614313092298636,0.9144722476925824
VW_be_me,0.987321826403464,0.986457141492964,0.974968636928554,0.07689976194108783,0.0458219658159348,0.04537888698139387,0.1225065179597957,0.06945825171163036,0.0759874459636469,0.20529319397579482,0.19032058123812182,0.9899212161911268
VW_debt_me,0.996530930130833,0.991064132679724,0.9897961236438697,0.10887875296392399,0.10888779656121401,0.10155304855424911,0.19635747838580933,0.1951791099138966,0.18570360222925325,0.9993191994676347,0.6644901521853342,0.6866500138945671
VW_at_me,0.9912578087218324,0.9747203287825691,0.9730185867508114,0.029799898175003055,0.05371879516752945,0.008062010237993281,0.05477798573366082,0.10070370493248088,0.01535888011246233,0.14639680113769357,0.43390072142424363,0.10537602828109288
VW_ret_60_12,0.9923173205331917,0.9875484781767945,0.988262153536528,0.20912450028992077,0.20706291250045766,0.19596198322854616,0.41581985815063344,0.4058473785610304,0.3913021276637033,0.8863394673840009,0.4667797698156801,0.5330548858111251
VW_ni_me,0.9889281888601094,0.9601717991286667,0.9575843046775617,0.282557604798461,0.2888201277259671,0.2731962980469499,0.668402738813232,0.6952001557627692,0.6442403408782286,0.6620685009816373,0.7313933436465981,0.5764723533356102
VW_fcf_me,0.9949516117166103,0.9606677175983551,0.9511778670692943,0.18261644299524385,0.16985053015715915,0.18969931052473601,0.4248739657885758,0.4143915627345077,0.4551506408043981,0.2311125390863167,0.7949275172765988,0.5014184158436761
VW_div12m_me,0.984065369480991,0.9612427210904291,0.9779461169717003,0.09947134274580678,0.09601345598400067,0.10775260910921537,0.23816005737202536,0.23750937375219133,0.2608219085548151,0.8389636075484752,0.753860352628954,0.5511470953795327
VW_eqpo_me,0.9859790750610306,0.9687691488670418,0.9725536183428269,0.10035838485047309,0.13117210974658827,0.10725860255081943,0.23789359881329514,0.3191809035181292,0.25702465479475683,0.056643131068991034,0.7732735328848617,0.28169325454487243
VW_eqnpo_me,0.9910596960351737,0.9646577928073988,0.9708218617520982,0.12968237056324275,0.14556943017570706,0.14898259033050976,0.34536361412077016,0.40848603818191054,0.42869807247018116,0.18578698917062622,0.3981379319757706,0.8610701879202685
VW_sale_gr3,0.985847004145151,0.9642154671794871,0.9760588289461678,0.0416840565039041,0.07115792069378173,0.07261476092925845,0.12469119919791168,0.21216297297914039,0.24149748500667448,0.022633107826040968,0.13826508949525051,0.9344879347198058
VW_sale_gr1,0.9967642342558728,0.9657768274492632,0.9660573818677595,0.09275646092073433,0.09526587125438575,0.09978672244945289,0.24267332069673037,0.24478581369819527,0.2902300955551837,0.7294607594347837,0.7633472241574562,0.851106271208402
VW_ebitda_mev,0.9909425775450751,0.9790721481082693,0.975770072138683,0.11994483430288881,0.14672155473336312,0.14361916866843652,0.27852547611754847,0.3434636653500186,0.32491069213946777,0.04335666646221552,0.24956343783429732,0.88829960077422
VW_sale_me,0.9951943826863875,0.9851849734399852,0.9906402325948748,0.10442754595377025,0.0872443493628335,0.0902438286667378,0.15228159865510554,0.12569341494455372,0.14092644305464624,0.2697800058848039,0.6127105563632281,0.9011836590178681
VW_ocf_me,0.9957700234710344,0.9703311398061374,0.9688602060711545,0.05569129103384794,0.05227746458113598,0.08051194680660553,0.09407446704798016,0.09003038003376901,0.13923187964875267,0.7860060490034843,0.44769457519590566,0.39260046525380904
VW_ival_me,0.9908870474649953,0.9633067455414408,0.9656685654066097,0.027862524443234525,0.005268948832596889,0.0055927044815682,0.06934604999025538,0.013565384390651433,0.01628325954627547,0.07272099081290886,0.4017641105740888,0.9892931646385208
VW_bev_mev,0.9953423669490528,0.987026511968819,0.9864332986425555,0.044805881500097504,0.020577449158663264,0.01891786503546964,0.07102345997072698,0.032500710849921684,0.030675939610845443,0.08293230664410146,0.26412508966094744,0.9443685256035331
VW_netdebt_me,0.9968532113340387,0.9910260841274497,0.9897811070201825,0.06918555794907036,0.08139578412955221,0.0625134909713844,0.11166891934039667,0.13416029965835494,0.10300460734332727,0.2880482480716717,0.7250206935329406,0.34057898962630917
VW_eq_dur,0.985812617057455,0.9721355557327428,0.9711717711969785,0.2119573106789395,0.22895827005048022,0.22087913943213788,0.6250162259866491,0.6582456395945507,0.6745459445106118,0.2036114260919936,0.6230418756538695,0.6718099280058979
VW_capex_abn,-0.9216926642965697,0.8545264993231155,-0.924525781328017,0.013529954924691206,0.01598340866372028,-0.010181305800839247,0.058200137310916965,0.07219766429406896,-0.04467200658311225,0.9807173163256402,0.40327256089235863,0.7947379904686916
VW_at_gr1,0.9854501508314725,0.9604987644589302,0.9715398852745812,0.18990132091846088,0.165014332024405,0.1954579383185893,0.5041064435976521,0.4484731093264206,0.6281223234301098,0.08989010646078745,0.8343228443792698,0.1772485298075601
VW_ppeinv_gr1a,0.9827778872502954,0.9613271460631096,0.9630630289225623,0.130799699548583,0.12619266691462022,0.12403393030658752,0.4026516585881028,0.36798597343610445,0.45415529691533063,0.7543801139435795,0.7614479959402674,0.9305759994096892
VW_noa_at,-0.9726932728392871,-0.9447371452326984,0.9730543178731144,0.010673964536687782,0.032887945360298355,-0.0044804820741456185,0.03285934082567881,0.09658530462954704,-0.013826259381630365,0.8828702042921794,0.9173296428163601,0.03869530008618753
VW_noa_gr1a,0.9933890288161152,0.9719006302113616,0.976366985825881,0.10797878722991511,0.09953954832145238,0.1453785244957408,0.3308142007881955,0.3089188839812657,0.49432702454338684,0.32480823957659066,0.041995476035980785,0.00605635978001189
VW_lnoa_gr1a,0.9938447784516525,0.9689896320247661,0.9682217328363126,0.020986405519075525,0.01016200018376992,0.050322762148274504,0.07104709811012887,0.03445692441564532,0.20129930696258092,0.14839940634247342,0.11560197013662676,0.03244135136991081
VW_capx_gr1,0.9739934281246699,0.8934070391542658,0.8910505682565527,0.10043657659619638,0.10651830886460284,0.10136443216174852,0.37411016971339117,0.3908705554763509,0.4255736984743378,0.6664148501370222,0.9731056674997274,0.8552108819945916
VW_capx_gr2,0.9873548695603995,0.9232731908566834,0.9244135651931092,0.04220727001190433,0.0393761478489487,0.04949660995562751,0.15647611423002614,0.1404510534969788,0.21341143178816427,0.7827836922239194,0.7610001533161987,0.687742983928498
VW_capx_gr3,0.961859105370528,0.8580850877688243,0.8887960828243685,0.05807158135551158,0.07426059993069846,0.042119544007153106,0.20672323957979583,0.2768935128059707,0.1671012778849285,0.3564414857448799,0.6290016342724237,0.25536907388107943
VW_chcsho_12m,0.99486899713491,0.9858042085409265,0.9845563977427546,0.07969681940555406,0.07811040592240458,0.06918553497465169,0.19266137355452262,0.1838224663577391,0.17164031721765288,0.8742718183742675,0.5083178006907755,0.6066135185603373
VW_eqnpo_12m,0.9908251575069057,0.9824233891973821,0.9820677353620362,0.041999505753708304,0.048600190337020996,0.05524277876423034,0.11015040361491754,0.12506483345273858,0.15014726176201773,0.582832877698433,0.41716641047036335,0.6961427799463309
VW_debt_gr3,0.9682336540034893,0.9353277841147782,0.9639810091905634,0.04688900242102745,0.028257613635922423,0.056863422005381636,0.1970014811373394,0.1160422557686074,0.2578869530057287,0.18104557910488403,0.6038768748867834,0.05966584311620454
VW_inv_gr1,0.9873852084772764,0.8772111933253393,0.8634676056515926,0.14563041388459189,0.15392273524219352,0.1450838729392658,0.5868142408979218,0.6117794376110611,0.6220628990973345,0.362062893118481,0.9840951042654787,0.7620229102539091
VW_inv_gr1a,0.9930597416766311,0.9219402556938517,0.9214138258402778,0.1626011860745327,0.16204043305217522,0.13697485364385714,0.7086747900454301,0.6860944883608087,0.6855759569360186,0.9306524908885662,0.21102244455659572,0.24067648738794079
VW_oaccruals_at,0.9857423236375156,0.9832700978700426,0.9834122596099126,0.08724026071653304,0.086093836084452,0.07889723499377391,0.19897181310541656,0.1975504909160578,0.1891655740230194,0.9457670252445302,0.6521224425790999,0.6930038992894694
VW_taccruals_at,0.989851387331947,0.9737442859583718,0.9769357507922563,0.016874152468585552,0.045145844943283296,0.02455984142928693,0.055392853956326926,0.14367748275869907,0.08615080124942394,0.006436420847489921,0.6319262580763553,0.20191830193210145
VW_cowc_gr1a,0.9521211902850124,0.9382658620201653,0.9718640931915661,0.12083145216645996,0.14006918063103943,0.14637418980131753,0.4153941077716016,0.4789291264481113,0.548566000136425,0.35075907001278417,0.26741614560783883,0.697387583866587
VW_coa_gr1a,0.9898488220675395,0.9470115830159349,0.9603671168618064,0.15240826259009613,0.1684786179309709,0.16772699462804722,0.592759702015226,0.6408155291943999,0.7200979968705012,0.06132051562562054,0.42035923530214353,0.9653598868506366
VW_col_gr1a,0.9806054992980516,0.9571443136358354,0.9680006484389976,0.17881095964934896,0.1797662816087965,0.17040523282294573,0.6229208218085979,0.6140441965558039,0.6156978733832195,0.9418300894004685,0.6578267083888762,0.5782127647704782
VW_nncoa_gr1a,0.9935266168469411,0.961392229767259,0.9595531983776889,0.06588949431432053,0.04257189636345556,0.07921387180199024,0.23360144278749265,0.1507209308643363,0.3301961169757934,0.0016466968006454302,0.4854951559409721,0.06101638181756094
VW_ncoa_gr1a,0.9905065743723336,0.9441870106168305,0.9543183967741802,0.11334235781744462,0.1089482638430508,0.12692054798931565,0.4169313031458684,0.39513720368862293,0.5171784509097203,0.6116805033086065,0.5098767141715945,0.35038336620386507
VW_ncol_gr1a,0.992247301149601,0.9763850559204856,0.9780498508329858,0.01416979956530268,0.00274159070050925,0.022345510986002678,0.04988917524770244,0.009349127804684538,0.08149768444790668,0.17786463381409595,0.5599043616907365,0.1693805842621024
VW_nfna_gr1a,0.9851035895386051,0.8035197442712618,0.7850520303677309,0.17236183685821663,0.1500830735443344,0.13306611773639793,0.6540431930736926,0.5444606049028128,0.5730232846508789,0.0431776453415763,0.2769469588060857,0.6636828368676507
VW_sti_gr1a,0.984652936603998,0.962438263616152,0.9665111993869718,0.03171970865343917,0.03421642158443983,0.03765126361585136,0.13148842114209586,0.14702795297499777,0.1701500985973987,0.7962488490503488,0.6954467752256981,0.8013638124166614
VW_lti_gr1a,0.9620271849379511,0.914942126892279,0.9296848284320375,0.04951576627487794,0.04300109619041703,0.05981984443573969,0.2580827378582862,0.22009746284338325,0.33285607509737314,0.5934738008877992,0.5604593769618204,0.30644143110541167
VW_fnl_gr1a,0.9876248024396527,0.9728974037135938,0.9607326426264184,0.1462053119878616,0.1293874890759735,0.1513608955106729,0.5572468018816099,0.492747316904091,0.5889028926564743,0.07527306054025616,0.7097293237889225,0.18802036319327814
VW_be_gr1a,0.9932556809257777,0.9819604108784983,0.9796557157050793,0.12381418452925269,0.1127465382005625,0.12005295145484868,0.43485419613853304,0.399033803655916,0.4779840642492405,0.14268761619774356,0.7865874356031235,0.6069490710246811
VW_oaccruals_ni,0.9962113423967622,0.9855265707067583,0.9831512085130575,0.00360909959764113,0.012704048655850614,0.013173112896387663,0.008557219955880326,0.03100032629736929,0.030739965391883953,0.29620769752626847,0.5640935241136278,0.9792851841803344
VW_taccruals_ni,0.9898411432619539,0.9667259933914688,0.9621517034045202,0.11434274053910846,0.10338056966055822,0.09339502139397908,0.3578432309394212,0.3276146621565241,0.31076734783869103,0.2909187158313145,0.26450870530881093,0.6111370227431449
VW_netis_at,0.9831713566914502,0.9515978817817078,0.9601251788479989,0.02283818920933278,0.020648281054526534,0.01363055236230227,0.08052258764288281,0.07037066659330951,0.05084824577870419,0.8584780836131497,0.6435615359393815,0.7115397437969673
VW_eqnetis_at,0.9829823420646447,0.9596552188740561,0.9737839997715525,0.17463173494781584,0.2012306599503156,0.17830620143725853,0.4027254152131665,0.4610442079517896,0.4551595294429664,0.14754595908401882,0.896951372740799,0.337801092105767
VW_dbnetis_at,0.9901117547339062,0.9613260001052335,0.9709560550135621,0.05897892679316457,0.06703132659614852,0.06199612315011574,0.16314814555797075,0.1820395024024285,0.17839035041462328,0.4954529307855582,0.8943415651486065,0.8034609162292135
VW_niq_be,0.9974983345325912,0.986177892331531,0.9874951425495262,0.16185870604207545,0.16684587548849783,0.1692804944468691,0.2700927940486491,0.2749136011862725,0.3031944219539694,0.6140952321320736,0.7556844184288156,0.9183520499327532
VW_niq_be_chg1,0.9876130615097574,0.9581795763415042,0.9700394496210959,0.025010164052842926,0.031200048633033002,0.014182917010595474,0.0663401601928393,0.08451043953250427,0.04100880631963299,0.6470576989200829,0.6633064869222345,0.4103753920960938
VW_niq_at,0.991692210206881,0.9820788633592349,0.9903696550643091,0.1403831543993202,0.11306036867270322,0.11071837763288056,0.19798817288473022,0.16395031785722416,0.16918710934839812,0.19487909567476752,0.3537146312082066,0.9179616868622951
VW_niq_at_chg1,0.9807362304189616,0.9613968115005674,0.9717086826072281,0.03837171096549184,0.05782299303068816,0.06261148869708864,0.10978720114759602,0.16838395720263258,0.21290839444027823,0.21257818713917648,0.31181914717256987,0.8161491509187171
VW_ebit_bev,0.9978849092425162,0.9873904898697552,0.9888020233493363,0.2107092508703541,0.23655322258331063,0.21784343364702197,0.32794978324794594,0.36554149331781915,0.34729454721532754,0.007726849512304074,0.7591289579342149,0.4001923986501083
VW_ebit_sale,0.9932159093046289,0.9835150881775824,0.9899184045716586,0.21167016124237487,0.1993351607458375,0.19307588789754643,0.3433440171360607,0.3227371383842043,0.35174277203007276,0.4523122641831245,0.515963218771032,0.7986189784710708
VW_sale_bev,-0.9896540064955711,-0.9702876204310528,0.9752597851016293,0.0027145991068247195,0.013990541820319507,-0.006106807163945337,0.006498821890012052,0.03322360896462652,-0.016453684284329844,0.9528973505790242,0.9606192744210388,0.38419332898022135
VW_at_turnover,0.9896386782563007,0.9838849553379709,0.9872459009434751,0.04084430927571551,0.021540775545132305,0.028753141190887295,0.10009909606346232,0.05269339277427393,0.07092150816997202,0.15110725303507963,0.46854293989250834,0.6274082885282978
VW_gp_at,0.9851211116806781,0.9766400706206447,0.9770072850390267,0.03609338806900729,0.039976759632630886,0.02977249710819384,0.09578564758796683,0.10113484350592201,0.08159270340107946,0.805430291005441,0.7324745683945403,0.60701774420673
VW_gp_atl1,0.9819388153228101,0.9653700190545663,0.9706147715164261,0.029231658590036107,0.05015056006913186,0.0533442670596566,0.07492955747939971,0.12572074281335863,0.14831940787998113,0.22529673869164166,0.3062803844542104,0.8885301954693171
VW_ope_be,0.9885170775223855,0.963031220100042,0.9814667840447439,0.12812398456365362,0.1488419523601399,0.15226953388732686,0.2506278472514118,0.30100387486390323,0.35359246674321054,0.24512040252448575,0.48335132072385517,0.8907915870550585
VW_ope_bel1,0.9972756936164493,0.9852684986786285,0.9839559871537294,0.13691749998590957,0.13201889803320332,0.1426876136463903,0.2625791785104552,0.24770074246190837,0.3100971108266318,0.596962349472148,0.8079808726706914,0.6837951256518596
VW_op_at,0.993373046648128,0.9805223074176423,0.9758007873412679,0.0562133462574492,0.05385705819902606,0.047542723126992384,0.13518560747403768,0.12530295393695984,0.11401560419346389,0.8384221109119498,0.6439217337521805,0.7685073572089788
VW_op_atl1,0.9945491020077865,0.9793832635899092,0.9720832260304039,0.06935565049444746,0.05779416789178045,0.05789772836395789,0.16172070350947462,0.13162342425201226,0.13540987687775013,0.2759382967851584,0.5637782809785763,0.9964850546795985
VW_cop_at,0.9930673898338481,0.9750867318471873,0.9810113253234021,0.023175441075881965,0.01840189780714695,0.02106849184186602,0.06960991879782498,0.058120310346374396,0.06115589220873118,0.6148390294804112,0.9038961370387941,0.8676775833585518
VW_cop_atl1,0.9953792728023376,0.9747077562101469,0.9775413133938387,0.04490313444022433,0.04369507188324607,0.02868163511692541,0.12324264555346516,0.12081492869371963,0.08520089488184729,0.879759924916632,0.3949045951423892,0.39970797426360055
VW_f_score,0.9413557755540968,0.9144204840273299,0.9738467941116162,0.07640993296598851,0.052023717504634664,0.05205948047862737,0.19851450720090985,0.1522308149992834,0.17942244871025065,0.4166793293873746,0.5244978293369219,0.9985883407518136
VW_o_score,0.996794601674206,0.9893766208840933,0.9905724446985755,0.16699981894059393,0.18553684701843556,0.17017316010845113,0.2817935717867061,0.30791826962548036,0.2883558819576534,0.09738525292615345,0.8718824095134616,0.41652129395213117
