date,Credit spread,Bond momentum,Low volatility,Equity momentum,Equity value,Equity profitability,Bond-only,Equity-derived,Combined,Combined minus bond
2002-09-30,-0.0927632744241695,0.0710567402478683,0.0741147880943479,0.0620858918725698,-0.0719290978584041,0.0218309126061245,0.017469417972682238,0.003995902206763401,0.01073266008972282,-0.006736757882959419
2002-10-31,0.0258678864701612,-0.0455420685101629,-0.0196297655623925,-0.0162866275368668,0.0223838300402733,0.0228013149062361,-0.013101315867464734,0.009632839136547533,-0.0017342383654586008,0.011367077502006134
2002-11-30,0.1524941585666234,-0.1280699377421914,-0.1241426325682129,-0.1264090478705375,0.1127030246080015,-0.0177389475639448,-0.03323947058126029,-0.010481656942160267,-0.021860563761710278,0.011378906819550012
2002-12-31,-0.0029913384426424,-0.0011039536711339,-0.0093591529728149,0.0070506887671611,0.0027259885349603,-0.0049151112106342,-0.004484815028863733,0.0016205220304957334,-0.0014321464991839997,0.0030526685296797334
2003-01-31,0.0779609543874983,-0.0133167035450326,-0.0520297331171898,-0.0242638485784303,0.0524011924129295,-0.0046872641678311,0.0042048392417586315,0.0078166932222227,0.006010766231990665,0.0018059269902320338
2003-02-28,0.010248999061826,0.0278007535539443,-0.0218790633551414,0.0147820335488303,-0.0048369786220258,0.0047130121706408,0.0053902297535429675,0.0048860223658151,0.005138126059679034,-0.0002521036938639334
2003-03-31,0.0368973640213755,0.0184517939329168,-0.0388578413404072,0.0071644242797705,0.0268478114720239,-0.0051491490010665,0.005497105537961701,0.0096210289169093,0.0075590672274355,0.0020619616894737994
2003-04-30,0.1214858267942913,0.0085410286544043,-0.0912101791088384,-0.0225741576815675,0.0665964634643962,-0.0099417289664862,0.012938892113285735,0.011360192272114164,0.012149542192699949,-0.0007893499205857864
2003-05-31,-0.0059601530892364,-3.1312637884795685e-05,-0.0152279740512238,-0.0186736992843372,-0.0228735626525135,-0.0018540364016674,-0.0070731465927816655,-0.0144670994461727,-0.010770123019477183,-0.0036969764266955177
2003-06-30,0.0438049918558589,0.0170966800829242,-0.0252922789673486,-0.0009607664834554,0.0292452841354744,-0.0059036890866208,0.011869797657144833,0.007460276188466067,0.00966503692280545,-0.0022047607343393828
2003-07-31,-0.0023286369175246,-0.0430544853077515,0.0327100663084995,0.0056310433569682,-0.0028822231635512,0.0073272958813882,-0.0042243519722588675,0.0033587053582683998,-0.00043282330699523385,0.003791528665263634
2003-08-31,0.027586113688628,0.0163380690252089,-0.0221734640504262,-0.0050289032057102,0.0081089458647729,-0.0036383188753798,0.007250239554470233,-0.0001860920721057,0.0035320737411822668,-0.0037181658132879663
2003-09-30,0.0094909125730741,-0.0133698259302647,-0.022512587551408,-0.002391212530638,-0.0025769000018045,0.0072176672834175,-0.008797166969532868,0.0007498515836583333,-0.004023657692937267,0.0047735092765956
2003-10-31,0.0412007355421069,0.0228748732481032,-0.0215129803785536,0.0172380443440186,0.0191850473433331,-0.0024857681172553,0.014187542803885499,0.01131244119003213,0.012749991996958815,-0.0014375508069266844
2003-11-30,0.0216658429258353,-0.0039977113853482,-0.0150852168563881,-0.0059069093908698,0.0086231238416124,0.0012502917187247,0.0008609715613663334,0.0013221687231557665,0.00109157014226105,0.0002305985808947166
2003-12-31,0.0347959013115114,0.0180250176328604,-0.0213588185003245,-0.0047046497025179,0.0165828264164786,-0.0021182012650093,0.010487366814682432,0.003253325149650467,0.00687034598216645,-0.0036170208325159827
2004-01-31,0.0194075310828525,0.0078157894183972,-0.0161958610425415,0.0014123944764784,0.0051702970810174,0.0014357093650051,0.003675819819569401,0.0026728003075003003,0.0031743100635348506,-0.0005015097560345503
2004-02-29,-0.0201675135775361,-0.0101682404311129,0.0074056042557352,-0.0052126124285581,-0.0058942545618716,0.0062519152653603,-0.007643383250971267,-0.0016183172416898,-0.004630850246330534,0.0030125330046407335
2004-03-31,-0.0021672784941565,0.0030829656823178,-0.0062839415351957,0.0021165850643608,-0.0010096073300997,0.0005786543783311,-0.0017894181156781332,0.0005618773708640667,-0.0006137703724070332,0.0011756477432711
2004-04-30,0.0154059370246647,-0.0034935152318142,0.0137528830654225,0.0109278478174907,0.0059224876741442,-0.0014233238848113,0.008555101619424334,0.005142337202274533,0.006848719410849434,-0.0017063822085748998
2004-05-31,-0.0116191769955772,-0.0102428951076623,0.0109072087179887,0.0022594539943591,-0.0054701890735205,-0.0010112528076507,-0.0036516211284169336,-0.0014073292956040331,-0.0025294752120104836,0.00112214591640645
2004-06-30,0.0218158140549948,0.0024560742534421,-0.0105092642657009,0.0071579816176339,0.0021212021870396,0.0042108648299167,0.004587541347578667,0.004496682878196733,0.0045421121128877,-4.542923469096679e-05
2004-07-31,0.0005403385295086,-0.0050957049127939,-0.0076551352002881,0.0074774113641146,0.0004898039871448,-0.0023569578258468,-0.004070167194524466,0.0018700858418041998,-0.0011000406763601333,0.002970126518164333
2004-08-31,0.0065488033739897,-0.0149458485494347,-0.0205526751587591,0.0015725330338888,0.0012204418824935,-0.0009294647087289,-0.009649906778068033,0.0006211700692178001,-0.004514368354425116,0.005135538423642917
2004-09-30,0.0160778605014805,-0.0013260546986075,-0.013673901571965,0.0072198950087612,0.00481641720198,0.0014556065566302,0.0003593014103026662,0.0044973062557904665,0.0024283038330465663,0.0020690024227439
2004-10-31,0.0255670861739793,0.0025169179290352,-0.0193202355282285,-0.0057243658044954,0.0009615712352609,-0.000884983713988,0.0029212561915953326,-0.0018825927610741668,0.0005193317152605829,-0.0024019244763347496
2004-11-30,0.0265267129507118,-0.006441216304289,-0.011147519645495,-0.0097767350178468,0.0025817145389588,-0.0016607836565814,0.002979325666975933,-0.0029519347118231332,1.369547757639985e-05,-0.002965630189399533
2004-12-31,0.029854479726599,0.0146402171263754,-0.0241813166849622,-0.0078996931769027,0.0063906578612476,6.110004952963183e-05,0.006771126722670734,-0.00048264508870848936,0.003144240816981122,-0.0036268859056896117
2005-01-31,-0.0122489899666827,0.0153955155595759,-0.0037293201543967,0.0172058327414315,-0.0020269596525196,0.0027869252166257,-0.00019426485383449975,0.0059885994351792,0.00289716729067235,0.0030914321445068495
2005-02-28,0.0199435188485859,0.0119263119259452,-0.01155106775669,0.0057207275504825,0.0032570804479927,0.0007617249531078,0.006772921005947033,0.0032465109838609994,0.0050097159949040165,-0.0017632050110430167
2005-03-31,-0.0439464291250407,-0.0194036336427611,0.0341757704903912,-0.0009335706746752,-0.0179547636539319,-0.0051080911097161,-0.009724764092470202,-0.007998808479441066,-0.008861786285955634,0.0008629778065145678
2005-04-30,-0.0550857280833305,-0.0040873594959748,0.0159536765469109,0.0175320790716656,-0.0283997231087006,0.0020440495086174,-0.01440647034413147,-0.0029411981761391995,-0.008673834260135335,0.005732636083996134
2005-05-31,0.0241382589680945,0.0059350263218422,-0.0197954621251426,0.0018272777109877,0.0061552131772866,0.0014094643310441,0.0034259410549313655,0.0031306517397728,0.0032782963973520826,-0.00014764465757928285
2005-06-30,0.0253149122985275,-0.0087036422169794,-0.01569508570062,-0.0092202210408837,0.0134866938770149,0.0016501284003553,0.00030539479364269953,0.0019722004121621663,0.0011387976029024328,0.0008334028092597332
2005-07-31,0.0361967790818702,-0.0331881955588989,-0.0172572613822818,-0.0166888736543988,0.0180402114595408,0.0039242582846382,-0.004749559286436833,0.0017585320299267342,-0.0014955136282550495,0.0032540456581817835
2005-08-31,-0.0136740279401101,0.0171272841606655,0.0072673262128216,0.0022331015191769,-0.0132010857930817,-0.0024536383928276,0.003573527477792334,-0.004473874222244133,-0.0004501733722258995,-0.004023700850018234
2005-09-30,-0.0187495165073687,-0.0019151396705791,0.0200656650147025,0.0062006288070663,-0.0063782389002154,-0.0039289740598072,-0.00019966372108176644,-0.0013688613843187668,-0.0007842625527002666,-0.0005845988316185002
2005-10-31,-0.0188517509481649,-0.0107862202458731,0.0175037471372792,0.0039510495720054,-0.009151121040862,0.0007506191200761,-0.0040447413522529336,-0.0014831507829268329,-0.002763946067589883,0.0012807952846630504
2005-11-30,-0.0109026070520583,-0.0169020373408249,0.0064027506363955,-0.0077952606218099,-0.0182324557986091,-0.0005466983701696,-0.0071339645854959005,-0.008858138263529535,-0.007996051424512717,-0.0008620868390168167
2005-12-31,-0.0113422315332158,-0.014380527613405,-0.0008086486548649,0.0142712062088797,-0.0154298126122531,0.0022322551091033,-0.008843802600495233,0.0003578829019099666,-0.004242959849292633,0.0046008427512026
2006-01-31,0.0412370171268617,0.007734629961412,-0.023866599185051,-0.0242243471897375,0.0311488973582913,0.0016547508679832,0.008368349301074234,0.002859767012179,0.005614058156626617,-0.002754291144447617
2006-02-28,-0.000420132776576,0.0083025259696238,-0.005315433940362,0.0102730831472479,-0.0086396932242935,0.0021444720042773,0.0008556530842286,0.0012592873090772332,0.0010574701966529166,0.00020181711242431668
2006-03-31,0.0159293500271767,0.0242145433581714,0.0098638140441225,-0.0095394375915039,0.0075434615604066,-6.437533245622074e-05,0.016669235809823532,-0.0006867837878511734,0.00799122601098618,-0.008678009798837353
2006-04-30,0.0147644827817943,-0.0023576026119728,0.0061719125931696,-0.0113573918580625,0.0056569782455651,-0.000152477116249,0.006192930920997032,-0.0019509635762487995,0.0021209836723741163,-0.004071947248622916
2006-05-31,0.0047592378463561,-0.0082282503694008,0.0032844932486174,-0.0082984960810905,0.0042489179398276,0.0011587995133388,-6.150642480909974e-05,-0.0009635928759747,-0.0005125496503918999,-0.00045104322558280015
2006-06-30,0.0017376974202919,0.0027494190085173,0.0007022521009584,0.001042956872681,0.0072662778075475,-0.0002494062492062,0.0017297895099225335,0.0026866094770074335,0.0022081994934649834,0.0004784099835424499
2006-07-31,0.0071556821717435,-0.0128402521141866,-0.0114603328774102,0.0105915734790726,0.0003409829542354,-0.0030367091392295,-0.005714967606617767,0.002631949098026167,-0.0015415092542958,0.004173458352321966
2006-08-31,0.0173350800147713,-0.0077468631606493,-0.0165862442082816,-0.0081147800000169,0.002336075291023,0.0002966110295912,-0.002332675784719866,-0.0018273645598009,-0.002080020172260383,0.00025265561245948294
2006-09-30,0.0052653713183819,-0.0098111569257678,-0.0114742628201755,0.0059782987509992,-0.0019233757202103,-0.0008212541826733,-0.005340016142520466,0.0010778896160385334,-0.0021310632632409662,0.0032089528792795
2006-10-31,0.0138364881546187,0.0017766104170151,-0.008885126990372,0.0043809484695904,0.0068168565769961,-0.0004051774713138,0.002242657193753934,0.0035975425250909,0.0029200998594224167,0.0006774426656684829
2006-11-30,0.017368838580545,0.0108412837547468,-0.0186975035559708,0.0034765908712094,0.0054831910343911,0.0006851939262256,0.0031708729264403324,0.003214991943942034,0.0031929324351911833,2.2059508750850963e-05
2006-12-31,0.0188147498675348,-0.0203343817149524,-0.0003811028511832,-0.0067278161666554,0.0014638400102834,0.0009719285459969,-0.0006335782328669339,-0.0014306825367916998,-0.0010321303848293169,-0.00039855215196238293
2007-01-31,0.0133055442861713,-0.0083817279237489,-0.003707744487089,0.001939043866502,0.0041100150011931,-0.000164102156035,0.00040535729177779953,0.0019616522372200335,0.0011835047644989166,0.0007781474727211171
2007-02-28,0.004985599965211,0.00522966462856,-0.01324570255766,-0.0011820101390445,0.0012407537800274,0.0040637084909821,-0.001010145987963,0.001374150710655,0.000182002361346,0.0011921483493090002
2007-03-31,-0.0075780740821113,0.0035002420000317,0.0157758260721781,0.0039217700931176,-0.0059020969702063,-0.0019613350768706,0.0038993313300328333,-0.001313887317986433,0.0012927220060232002,-0.002606609324009633
2007-04-30,0.0145500286851843,0.0100384710039838,-0.0101673463181313,0.0103732974399381,0.0001533139805006,0.0002327242154469,0.004807051123678932,0.0035864452119618666,0.004196748167820399,-0.000610302955858533
2007-05-31,0.0156555059006292,0.019075822185578,-0.0034060941526946,-0.0023054550376722,0.002425128327661,-0.0001818692454171,0.010441744644504201,-2.073198514276676e-05,0.005210506329680717,-0.005231238314823484
2007-06-30,-0.0235785328899105,-0.0027035053095291,0.0239318384481195,-0.0007738231189763,-0.0009512774382167,-0.0048900406438508,-0.000783399917106699,-0.0022050470670146,-0.0014942234920606494,-0.0007108235749539504
2007-07-31,-0.0552920965921916,-0.0331357334121094,0.0351756313830011,0.0139923490148515,-0.0133724805331348,-0.0020025656699697,-0.017750732873766634,-0.00046089906275099984,-0.009105815968258817,0.008644916905507817
2007-08-31,-0.0050285236579635,-0.0066283970399671,-0.00169509755009,0.0214141596491482,-0.0032784034898729,0.0080031820574313,-0.0044506727493402,0.008712979405568866,0.002131153328114333,0.006581826077454533
2007-09-30,0.02544917842358,-0.0146640586463551,-0.0239983872230565,-0.0021118310925775,-0.0032991139730408,-0.0023683458031027,-0.004404422481943867,-0.0025930969562403335,-0.0034987597190921,0.0009056627628517668
2007-10-31,-0.0059424839040583,0.0026135343795126,-0.0027342633034584,0.0096825675637195,-0.0049202351754276,0.0056245815406357,-0.0020210709426680333,0.0034623046429758664,0.0007206168501539165,0.00274168779282195
2007-11-30,-0.0564379652992454,0.0411900398348088,0.0418839057324337,0.0365125566295694,-0.0224642983943935,0.0083029194268203,0.00887866008933237,0.007450392553998732,0.00816452632166555,-0.0007141337676668195
2007-12-31,-0.0145984333122082,0.0020537042059045,0.0160499263375575,-0.0007909501460686,0.0082756116635737,9.871923420522394e-05,0.0011683990770845996,0.002527793583903441,0.0018480963304940204,0.0006796972534094208
2008-01-31,-0.0132915631360873,0.0048507788109302,0.0216420476439718,0.0027310803786464,-0.0168251401452734,-0.0079989999564293,0.004400421106271567,-0.007364353241018767,-0.0014819660673736001,-0.005882387173645167
