dataset,sample,strategy,n,start,end,annual_mean_pct,annual_vol_pct,sharpe,mean_t,mean_p,mean_ci_low_pct,mean_ci_high_pct,max_pnl_drawdown_pct,worst_month_pct,market_alpha_pct,market_alpha_t,market_alpha_p,market_alpha_ci_low_pct,market_alpha_ci_high_pct,market_beta,market_r2,market_term_alpha_pct,market_term_alpha_t,market_term_alpha_p,market_term_alpha_ci_low_pct,market_term_alpha_ci_high_pct,market_term_beta,market_term_r2,term_beta,mean_q,market_alpha_q,market_term_alpha_q
ICE duration-adjusted,Evaluation,Low volatility,70,2016-02,2021-11,-10.906144363056308,12.132997840337616,-0.8988829064814892,-2.1954477886394472,0.02813149228368487,-20.642674223708298,-1.1696145024043134,-65.4854738870648,-12.894951076983649,-4.253597895592661,-0.8478676675061655,0.3965116727664586,-14.086561452138461,5.579365660953139,-1.2972823736731622,0.40327022240924004,-5.199198668928012,-2.111750323818817,0.03470787015425075,-10.024783055566523,-0.37361428228950033,-1.780134599972975,0.8731973695371111,0.8863189668153522,0.09377164094561624,0.8880527706703308,0.11569290051416918
ICE duration-adjusted,Evaluation,Equity momentum,70,2016-02,2021-11,-2.7496124218615225,6.804488981490231,-0.4040880115084466,-1.0000975744592278,0.3172632898414752,-8.13832696780235,2.6391021240793076,-20.12119132981787,-7.695406876056531,1.0955275714204338,0.5459642110124754,0.5850905385425141,-2.837393298982526,5.028448441823394,-0.7498229981537043,0.4283411948988951,0.7174739214419427,0.36200344503665577,0.7173494560306716,-3.1671545408198276,4.602102383703714,-0.942868574786441,0.6671591514775921,0.35435262945885576,0.6345265796829505,0.8880527706703308,0.9183959363559956
ICE duration-adjusted,Evaluation,Equity value,70,2016-02,2021-11,2.938817121881563,5.636729225088219,0.5213692204339597,1.7835178970984333,0.07450203727966306,-0.29080090901053796,6.168435152773661,-10.975252372071843,-9.47947913826616,-0.47029216749614416,-0.21151663005544533,0.8324841568484407,-4.828212620610475,3.8876282856181863,0.664794663617178,0.4906638523724046,-0.08571937792019149,-0.12060555797863243,0.9040034663520018,-1.4787727623532827,1.3073340065129,0.8611691092155047,0.8507893711266654,-0.3604630697582723,0.18625509319915765,0.8880527706703308,0.9183959363559956
ICE duration-adjusted,Evaluation,Equity profitability,70,2016-02,2021-11,-1.8050402236418497,1.4382037161929406,-1.2550657485574848,-2.4007249327491165,0.01636263102429425,-3.2787112761129595,-0.3313691711707396,-10.978187425651551,-1.64764045297075,-1.5431426288724985,-2.097856829749999,0.035917794538280375,-2.984880458498619,-0.1014047992463781,-0.05107144084800535,0.044481432862715,-1.5873003099330838,-2.296761755632645,0.021632364361650336,-2.9418633593390884,-0.23273726052707938,-0.07361968235708796,0.11741422513719169,0.04138933824740012,0.09377164094561624,0.35917794538280373,0.10816182180825168
ICE duration-adjusted,Evaluation,Bond-only,70,2016-02,2021-11,-0.3276950395621597,2.832727477347347,-0.11568180920425966,-0.19391980583809748,0.8462386752510893,-3.639797559291733,2.9844074801674143,-8.196214377363896,-3.5671777978447192,-0.5384356862630261,-0.2641218010307943,0.7916860654079529,-4.534069295290583,3.4571979227645313,0.04109556058249535,0.007424096158322624,-0.43276673252674563,-0.2719868341598994,0.785632142688962,-3.551383846374824,2.6858503813213326,0.09505330998488577,0.11507963073922556,-0.0990443330219079,0.8638500227311564,0.8880527706703308,0.9183959363559956
ICE duration-adjusted,Evaluation,Equity-derived,70,2016-02,2021-11,-0.5386118412072697,1.2580797764003093,-0.42812216785518725,-0.8247063534673051,0.40953832374591526,-1.8186786241632475,0.7414549417487081,-4.156916148664083,-2.13712386806159,-0.3059690749827361,-0.5808821278392661,0.5613198983960428,-1.3383633564127608,0.7264252064472886,-0.045366591794843834,0.045869003572902356,-0.3185152554704441,-0.5591906794215522,0.5760315935020908,-1.434932112360583,0.7979016014196947,-0.05177304930934138,0.05356310376228568,0.011759632649327868,0.6825638729098588,0.8880527706703308,0.9183959363559956
ICE duration-adjusted,Evaluation,Combined,70,2016-02,2021-11,-0.4331534403847149,1.8984770528249562,-0.22815837554642943,-0.3854515002778165,0.6999029328205955,-2.635715221937342,1.7694083411679131,-4.986083584040101,-2.6134449116597867,-0.42220238062288123,-0.3407899874670992,0.7332616886015588,-2.8504329520998026,2.0060281908540403,-0.002135515606174272,4.463321342906834e-05,-0.3756409939985948,-0.3553942518802333,0.722294254510148,-2.4473018167103864,1.6960198287131967,0.021640130337772203,0.04658097538408501,-0.04364235018629002,0.8638500227311564,0.8880527706703308,0.9183959363559956
ICE duration-adjusted,Evaluation,Combined minus bond,70,2016-02,2021-11,-0.10545840082255505,1.0951436993610144,-0.09629640464907668,-0.17147533535372123,0.8638500227311564,-1.3108706263524121,1.0999538247073022,-3.7112791368116724,-0.5872250586297202,0.11623330564014507,0.14076857330819864,0.8880527706703308,-1.5021483664955901,1.7346149777758801,-0.043231076188669594,0.054968417837072514,0.05712573852815077,0.10245448754948142,0.9183959363559956,-1.035715094442686,1.1499665714989877,-0.07341317964711357,0.2803378901349499,0.05540198283561788,0.8638500227311564,0.8880527706703308,0.9183959363559956
ICE duration-adjusted,2013–2023 overlap,Credit spread,107,2013-01,2021-11,6.032445469415342,12.857436100337901,0.4691795022225936,1.3534417737042927,0.17591453966602433,-2.703499696288811,14.768390635119493,-36.494684708515344,-21.16132676041353,0.5784393670143834,0.11590022204915679,0.9077316197132049,-9.203605389270358,10.360484123299123,1.3759079967079875,0.3263962305316691,1.5583110179786757,0.657404042133292,0.5109211532338545,-3.0876744026873744,6.204296438644726,2.1943693097880885,0.8467196459273806,-1.0327873681410884,0.7204134140926873,0.9708824057718939,0.7880291041392935
ICE duration-adjusted,2013–2023 overlap,Bond momentum,107,2013-01,2021-11,0.30852663437731614,7.516299094327241,0.04104767925083898,0.10166566761718429,0.9190220541758929,-5.639520701096305,6.256573969850937,-25.00290327803345,-9.897951861094501,0.8259247980585128,0.249000466263853,0.8033604207452434,-5.675318466599926,7.327168062716951,-0.13052648961606358,0.008595364604606637,0.861244372112914,0.2688708050385294,0.7880291041392935,-5.417008743168287,7.139497487394116,-0.10102496772842853,0.010573547949722983,-0.03722692650166269,0.9265052724773053,0.9708824057718939,0.7880291041392935
ICE duration-adjusted,2013–2023 overlap,Low volatility,107,2013-01,2021-11,-4.736198415810041,10.86922463211988,-0.4357439077865774,-1.236900500501131,0.2161240242278062,-12.241207016927657,2.7688101853075793,-65.4854738870648,-12.894951076983649,-0.14049911111394917,-0.03650159645533581,0.9708824057718939,-7.684778937896307,7.403780715668408,-1.1593788685005444,0.32428639322212527,-0.9706256625393733,-0.448145770247463,0.6540479974036898,-5.2157316634878255,3.2744803384090795,-1.8527619933554005,0.8468452518221293,0.8749556285529717,0.7204134140926873,0.9708824057718939,0.7880291041392935
ICE duration-adjusted,2013–2023 overlap,Equity momentum,107,2013-01,2021-11,1.0277797772743962,6.677182583865002,0.15392416851951335,0.47889824739101605,0.6320110178439515,-3.178642723606124,5.234202278154916,-20.12119132981787,-7.695406876056531,3.634471753615933,1.8209243212529271,0.06861836155235539,-0.2775879371381027,7.546531444369969,-0.6576025526674777,0.27644934871865956,3.2416319976889585,1.8149126644978046,0.06953733198700036,-0.25914180799079345,6.74240580336871,-0.9857313868363677,0.5865395868216551,0.4140541643650364,0.9265052724773053,0.6861836155235538,0.5585201532191805
ICE duration-adjusted,2013–2023 overlap,Equity value,107,2013-01,2021-11,0.15813075950773148,5.374647801767345,0.029421604045521514,0.09224262506964927,0.9265052724773053,-3.2018808230023197,3.5181423420177826,-19.605768977336375,-9.47947913826616,-2.2140030974288116,-1.0892731327391583,0.276033457051708,-6.1978028814629695,1.7697966866053472,0.5984294629930734,0.3533466744076127,-1.8459427045933174,-1.5905804342221215,0.1117040306438361,-4.12061402781522,0.4287286186285856,0.905860739442864,0.7734749225175124,-0.3879366487023685,0.9265052724773053,0.9708824057718939,0.5585201532191805
ICE duration-adjusted,2013–2023 overlap,Equity profitability,107,2013-01,2021-11,-0.941495583638062,1.7308315986369789,-0.5439556247872323,-1.4004009990487232,0.1613932710285736,-2.2592119700046185,0.3762208027284959,-10.97818742565155,-1.64764045297075,-0.6216922559387386,-0.8396196627750869,0.40112167095842055,-2.072964630399957,0.8295801185224795,-0.08067830282801074,0.0619268473848531,-0.6773790323513007,-1.0157450295135126,0.3097508189777739,-1.9844618777819383,0.6297038130793371,-0.1271920192917647,0.1546606907071678,0.05869401282789747,0.7204134140926873,0.9708824057718939,0.7880291041392935
ICE duration-adjusted,2013–2023 overlap,Bond-only,107,2013-01,2021-11,0.5349245626608733,2.5300164370484572,0.21143125982411465,0.5108803346667969,0.6094348521364388,-1.5173214755412536,2.5871706008629998,-8.196214377363894,-3.5671777978447192,0.42128835131964854,0.3235063494035264,0.746311799714503,-2.1311350249416345,2.9737117275809317,0.02866754619712651,0.003659396352915123,0.48297657585073933,0.4456804803112967,0.655828066524856,-1.6410430536521026,2.6069962053535813,0.08019411623475321,0.056919448775695436,-0.06501955536325976,0.9265052724773053,0.9708824057718939,0.7880291041392935
ICE duration-adjusted,2013–2023 overlap,Equity-derived,107,2013-01,2021-11,0.08147165104802195,1.273899763297677,0.0639545224791632,0.1969512715219319,0.843865670497178,-0.7293097915909058,0.8922530936869498,-4.156916148664082,-2.13712386806159,0.26625880008279457,0.6690078197321935,0.5034904897592849,-0.5138027070774398,1.046320307243029,-0.04661713083413835,0.038167671087554034,0.23943675358144664,0.5507794380390417,0.5817848812332957,-0.612621265669391,1.0914947728322844,-0.06902088889508957,0.07788289740180632,0.028270509496855105,0.9265052724773053,0.9708824057718939,0.7880291041392935
ICE duration-adjusted,2013–2023 overlap,Combined,107,2013-01,2021-11,0.30819810685444765,1.72719258266134,0.17843876238720377,0.45395176790056047,0.6498635422973151,-1.0224901559722763,1.638886369681171,-4.986083584040102,-2.6134449116597867,0.3437735757012217,0.4329827161125849,0.6650273263774036,-1.2123998771882765,1.8999470285907196,-0.008974792318505904,0.0007695598137147375,0.3612066647160929,0.493538710038294,0.6216319950217429,-1.0732604772606946,1.7956738066928803,0.005586613669831839,0.009896199394010985,-0.018374522933202336,0.9265052724773053,0.9708824057718939,0.7880291041392935
ICE duration-adjusted,2013–2023 overlap,Combined minus bond,107,2013-01,2021-11,-0.2267264558064256,1.014252272234218,-0.22354049580484286,-0.5454271195387381,0.5854597927003333,-1.0414711530565448,0.5880182414436941,-3.875129819636538,-0.5872250586297202,-0.07751477561842703,-0.14229421468818057,0.8868476160392589,-1.1452248054678464,0.9901952542309924,-0.03764233851563244,0.03925873553774806,-0.1217699111346462,-0.3186405376925544,0.7499991098558838,-0.8707927051339154,0.627252882864623,-0.07460750256492138,0.20981948848740306,0.04664503243005744,0.9265052724773053,0.9708824057718939,0.7880291041392935
