strategy,source_orientation_mean_pct,economic_orientation_mean_pct,source_orientation_sharpe,economic_orientation_sharpe
Credit spread,9.950188385088351,9.950188385088351,0.6888131934777167,0.6888131934777167
Bond momentum,1.956765304507547,-1.956765304507547,0.17413656135935449,-0.17413656135935449
Low volatility,8.3414978599558,-8.3414978599558,0.7846858029707061,-0.7846858029707061
Equity momentum,0.6292187728343678,0.6292187728343678,0.07946245849471385,0.07946245849471385
Equity value,0.922797143293054,0.922797143293054,0.1225065179597957,0.1225065179597957
Equity profitability,0.4331206568280875,-0.4331206568280875,0.09578564758796683,-0.09578564758796683
Bond-only,6.749483849850565,-0.11602492645833179,0.6457572093040893,-0.03343578519196195
Equity-derived,0.6617121909851693,0.3729650864331114,0.26787360787851416,0.17137756121856546
Combined,3.7055980204178676,0.12847007998738977,0.6572483959989839,0.05068243979901786
