dataset,sample,strategy,n,start,end,annual_mean_pct,annual_vol_pct,sharpe,mean_t,mean_p,mean_ci_low_pct,mean_ci_high_pct,max_pnl_drawdown_pct,worst_month_pct,market_alpha_pct,market_alpha_t,market_alpha_p,market_alpha_ci_low_pct,market_alpha_ci_high_pct,market_beta,market_r2,market_term_alpha_pct,market_term_alpha_t,market_term_alpha_p,market_term_alpha_ci_low_pct,market_term_alpha_ci_high_pct,market_term_beta,market_term_r2,term_beta,mean_q,market_alpha_q,market_term_alpha_q
DFPS,Full,Credit spread,231,2002-09,2021-11,9.950188385088351,14.445409117167616,0.6888131934777167,2.422397933625881,0.01541845634993211,1.899335565220834,18.00104120495586,-51.71973340081599,-18.78421354920985,3.292627139527439,1.1800878850190133,0.23796526254477657,-2.17607504392884,8.761329322983718,1.3566668857068485,0.3016320230298757,4.820014154076642,2.5764311542344713,0.009982608272915354,1.1532258036628118,8.486802504490472,2.004352647385347,0.6920411567115821,-0.8786848562243852,0.07709228174966054,0.5873416158891014,0.09982608272915354
DFPS,Full,Bond momentum,231,2002-09,2021-11,-1.956765304507547,11.236958449348815,-0.17413656135935449,-0.6206070715854453,0.5348581857111245,-8.136617536994963,4.22308692797987,-77.67933107379503,-22.4266630857943,-0.19288155917241737,-0.07961429537538049,0.936544025243443,-4.941373701135702,4.555610582790867,-0.35944132983054966,0.0349904207619125,-0.8652096869113631,-0.30839613737594246,0.7577809207675698,-6.364017164772334,4.633597790949608,-0.644540883096689,0.1600009189351227,0.3867811750594651,0.8578741351054209,0.936544025243443,0.8882015395341407
DFPS,Full,Low volatility,231,2002-09,2021-11,-8.3414978599558,10.630366738350691,-0.7846858029707061,-2.8177103658855627,0.004836741861257019,-14.14384575328692,-2.5391499666246746,-168.27456083240827,-12.71665862438877,-1.751308130611179,-1.0803909700624739,0.2799681152291845,-4.92845791352673,1.4258416523043724,-1.3429380288898798,0.545765576370872,-2.347251807969333,-1.4387419520099312,0.15022364841586583,-5.544915945859249,0.8504123299205838,-1.5956468910908057,0.6555132724419293,0.34283824562422843,0.04836741861257019,0.5873416158891014,0.4545379698465371
DFPS,Full,Equity momentum,231,2002-09,2021-11,0.6292187728343678,7.918440792720072,0.07946245849471385,0.40388225193559796,0.6862993080843367,-2.42431672877518,3.6827542744439143,-21.71958505290579,-12.200000273915421,3.510176197361653,2.531920880053843,0.011343958496937142,0.7928932834174649,6.2274591113058415,-0.5870767677268525,0.18797544930074517,2.8589091628199155,1.9707622902390343,0.048751071896119255,0.015612441099413683,5.702205884540418,-0.8632454016783196,0.42419743622155937,0.3746650162394421,0.8578741351054209,0.11343958496937141,0.24375535948059626
DFPS,Full,Equity value,231,2002-09,2021-11,0.922797143293054,7.532637109120172,0.1225065179597957,0.4766787072472281,0.6335909274063439,-2.871545614954625,4.717139901540732,-38.33315255543,-10.12685085014246,-1.7024072235459573,-0.9697728732739955,0.3321597171195688,-5.143128499740423,1.7383140526485088,0.5349598300846631,0.1724800795456829,-0.9458996052663607,-0.8049779853074047,0.42083238376399823,-3.249022498265821,1.3572232877330999,0.8557555474069181,0.5247000650247227,-0.43520848446970295,0.8578741351054209,0.5873416158891014,0.7013873062733305
DFPS,Full,Equity profitability,231,2002-09,2021-11,-0.4331206568280875,4.52176988656178,-0.09578564758796683,-0.41854175907035257,0.675551061565896,-2.4613925532061907,1.5951512395500156,-29.322363575041564,-7.9255825986784005,0.47728686158623446,0.4614602729627687,0.6444684172534655,-1.5499347726897366,2.504508495862205,-0.18552134740852802,0.05756540378937025,0.11501546068225185,0.14058026513270266,0.8882015395341407,-1.4885545903801474,1.718585511744651,-0.33914189412902335,0.2817122643705009,0.20840978140139196,0.8578741351054209,0.7686041058440773,0.8882015395341407
DFPS,Full,Bond-only,231,2002-09,2021-11,-0.11602492645833179,3.4700823023059875,-0.03343578519196195,-0.13093910735104755,0.8958234777987257,-1.8527776847358677,1.6207278318192044,-17.506924937771412,-3.984516762356453,0.4494791499146144,0.46383449480276606,0.6427663272677429,-1.4498602560673801,2.3488185558966093,-0.11523749100452696,0.03771366400880294,0.535850886398648,0.6141830589345562,0.5390943668811212,-1.1741730585198011,2.245874831317097,-0.07861170893404938,0.059348082453335116,-0.04968847851356387,0.8958234777987257,0.7686041058440773,0.7701348098301732
DFPS,Full,Equity-derived,231,2002-09,2021-11,0.3729650864331114,2.1762772429551163,0.17137756121856546,0.8097488641842006,0.4180845276679871,-0.5297982291355643,1.275728402001787,-10.299392019641484,-3.8962894006844664,0.7616852784673099,1.6272221032110676,0.10368993498076082,-0.15576977751424123,1.6791403344488611,-0.07921276168357248,0.0453056701179253,0.6760083394119366,1.3351868857843774,0.18181518793861484,-0.31634438615353117,1.6683610649774043,-0.11554391613347499,0.09942855244990811,0.049288771057043726,0.8578741351054209,0.518449674903804,0.4545379698465371
DFPS,Full,Combined,231,2002-09,2021-11,0.12847007998738977,2.5348045693309205,0.05068243979901786,0.20660880471864257,0.8363153834616815,-1.0902647997685042,1.347204959743284,-13.767411310970587,-3.5870991964058616,0.6055822141909621,0.9299345566666817,0.3524049695334608,-0.6707883984560562,1.8819528268379804,-0.09722512634404977,0.050310514645024784,0.6059296129052918,0.94881749426382,0.34271344267945714,-0.6457568794647065,1.8576161052752902,-0.09707781253376215,0.05031117056208212,-0.00019985372826008608,0.8958234777987257,0.5873416158891014,0.6854268853589143
DFPS,Full,Combined minus bond,231,2002-09,2021-11,0.24449500644572145,1.401282522116743,0.1744794519212252,0.7305074754068833,0.4650800452767845,-0.4115013094943722,0.9004913223858152,-5.297614473002637,-1.1279517869302182,0.15610306427634782,0.3964898485436113,0.6917436952596696,-0.6155737065300247,0.9277798350827204,0.018012364660477228,0.005650420139506007,0.07007872650664379,0.2205790289414724,0.8254202313575562,-0.55262010670595,0.6927775597192375,-0.01846610359971282,0.13725552625468262,0.04948862478530382,0.8578741351054209,0.7686041058440773,0.8882015395341407
