Date,Mean-Variance,Risk-Parity,Equal-Weight
2021-05-31,0.29053453391383033,0.2163854786923567,0.2958511264173054
2021-06-30,0.29861870578121574,0.22238112775926355,0.3092504540413652
2021-07-31,0.30070681118762943,0.22789794549042397,0.31685500280675205
2021-08-31,0.3036849870416365,0.22975227328491754,0.3181821395878843
2021-09-30,0.30058761920474275,0.22654060939966758,0.3101190910016689
2021-10-31,0.29887888103587,0.22423254515806068,0.3095389813267868
2021-11-30,0.2888049923319438,0.21704434414770057,0.30334850979824846
2021-12-31,0.29384243504118346,0.22303770667948597,0.3128449049593731
2022-01-31,0.2645031576084993,0.2030357109137435,0.2842598140826873
2022-02-28,0.2561303147819951,0.19358882782309372,0.27102083172505065
2022-03-31,0.24296523666496572,0.17237787099214108,0.24726583735150776
2022-04-30,0.20210529737125849,0.14458355996560512,0.20094838292299788
2022-05-31,0.21686073555051344,0.15576414084001455,0.21553382082341588
2022-06-30,0.15151198032586533,0.12051607341903958,0.17019170704117248
2022-07-31,0.21067775849755654,0.14839953071279854,0.21700022912289496
2022-08-31,0.1713690704418671,0.12096821910550726,0.1783603689374802
2022-09-30,0.1366037559328237,0.08648679608727683,0.13586355470373124
2022-10-31,0.16461485593815572,0.08317851825837108,0.14469308927876767
2022-11-30,0.20197813537048126,0.11605032412464089,0.18765184490714293
2022-12-31,0.18610731046062257,0.10944321715304395,0.1746761192902031
2023-01-31,0.21656058903661268,0.13814351607686204,0.2136335249225627
2023-02-28,0.19977888745016026,0.11672044643151192,0.18698615656761564
2023-03-31,0.22120504703835953,0.13521554195981467,0.2139409047527212
2023-04-30,0.2265086451213787,0.14062467410753077,0.21950218186525627
2023-05-31,0.21699143740315452,0.13235129879477725,0.20627474120485423
2023-06-30,0.22817194034799604,0.13980369988874597,0.2154803317680818
2023-07-31,0.23797388700421895,0.14799540876939243,0.22229379623848589
2023-08-31,0.239612848040883,0.1491672849479071,0.2193514590578416
2023-09-30,0.22516439832093815,0.13827040200154794,0.19707138299762383
2023-10-31,0.217944754494376,0.13261765957298488,0.1833961377334179
2023-11-30,0.2599549073887246,0.16953482430215994,0.23769302446886664
2023-12-31,0.28985915681100094,0.19655164649302925,0.2770301674948594
